Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Sodium Acetylated Hyaluronate,Sodium Acetylated Hyaluronate,Humectant,Polymer,Biotechnology Derived,Approved,Safe,Safe,True,0.7937164059948981,No Risk,No Risk,True,0.8997225826679967,No Risk,No Risk,True,0.9985895660333305
Superoxide Dismutase,Superoxide Dismutase,Antioxidant,Enzyme,Biotechnology Derived,Approved,Safe,Safe,True,0.9922825903635036,Low,Low,True,0.9837774423012666,No Risk,No Risk,True,0.904923987901698
Glutathione,Glutathione,Brightening Agent,Antioxidant,Biotechnology Derived,Approved,Safe,Safe,True,0.9920715977769506,Low,Low,True,0.9686134305712948,No Risk,Low,False,0.9895478174926206
L-Ascorbic Acid,L-Ascorbic Acid,Antioxidant,Vitamin,Synthetic,Approved,Safe,Safe,True,0.8319719403728125,Low,Low,True,0.7641001143148854,Medium,Low,False,0.7410710717573037
3-O-Ethyl Ascorbic Acid,3-O-Ethyl Ascorbic Acid,Antioxidant,Vitamin,Synthetic,Approved,Safe,Safe,True,0.9896840440922813,Low,Low,True,0.9760855329192658,Low,Low,True,0.9098819220043616
Tetrahexyldecyl Ascorbate,Tetrahexyldecyl Ascorbate,Antioxidant,Vitamin,Synthetic,Approved,Safe,Very Safe,False,0.7616827622569022,Low,Low,True,0.8568223022851474,Low,Low,True,0.523040363563756
Idebenone,Idebenone,Antioxidant,Antioxidant,Synthetic,Approved,Safe,Safe,True,0.9966364006829623,Low,Low,True,0.9960036647272493,Low,Low,True,0.6083125148722051
Caffeine,Caffeine,Anti-Aging Agent,Alkaloid,Naturally Derived,Approved,Safe,Safe,True,0.9728941250208805,Low,Low,True,0.9870507068770218,Low,Low,True,0.6323179542126762
Theobromine,Theobromine,Conditioning Agent,Alkaloid,Naturally Derived,Approved,Safe,Safe,True,0.9981185020183426,Low,Low,True,0.9984512744599013,No Risk,No Risk,True,0.7989193281182257
Guarana Extract (Paullinia Cupana Seed Extract),Guarana Extract (Paullinia Cupana Seed Extract),Anti-Aging Agent,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9740765011174911,Low,Low,True,0.7179375536768543,No Risk,Low,False,0.9569096291793375
Spirulina Extract (Arthrospira Platensis Extract),Spirulina Extract (Arthrospira Platensis Extract),Antioxidant,Algae Extract,Natural,Approved,Safe,Safe,True,0.9965938638001833,Low,Low,True,0.9917102945475086,No Risk,No Risk,True,0.9480815986934997
Chlorella Vulgaris Extract,Chlorella Vulgaris Extract,Antioxidant,Algae Extract,Natural,Approved,Safe,Safe,True,0.9960570008784166,Low,Low,True,0.9533053040274535,No Risk,No Risk,True,0.7607984020038837
Laminaria Extract (Seaweed Extract),Laminaria Extract (Seaweed Extract),Humectant,Algae Extract,Natural,Approved,Safe,Safe,True,0.9974319015243243,Low,Low,True,0.9902793738250667,No Risk,No Risk,True,0.9943193315520882
Ascophyllum Nodosum Extract (Brown Algae),Ascophyllum Nodosum Extract (Brown Algae),Humectant,Algae Extract,Natural,Approved,Safe,Safe,True,0.9936643273413334,Low,Low,True,0.9704590625487383,No Risk,No Risk,True,0.9831373743283383
Spirulina Platensis Extract,Spirulina Platensis Extract,Antioxidant,Algae Extract,Natural,Approved,Safe,Safe,True,0.995537267895374,Low,Low,True,0.9841159734005205,No Risk,No Risk,True,0.9402647205356456
Yeast Extract (Faex Extract),Yeast Extract (Faex Extract),Conditioning Agent,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9996291069886735,Low,Low,True,0.9997294660199902,No Risk,No Risk,True,0.9997821012711762
Saccharomyces Ferment Filtrate,Saccharomyces Ferment Filtrate,Anti-Aging Agent,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9927622581300032,Low,Low,True,0.9959485739556747,No Risk,No Risk,True,0.9725239401878353
Bifida Ferment Lysate,Bifida Ferment Lysate,Anti-Aging Agent,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.987188040104162,Low,Low,True,0.9895893041722981,No Risk,No Risk,True,0.9787774861046987
Galactomyces Ferment Filtrate,Galactomyces Ferment Filtrate,Brightening Agent,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9912587130057546,Low,Low,True,0.989804936860829,No Risk,No Risk,True,0.9945900066404755
Lactobacillus/Rice Ferment Filtrate,Lactobacillus/Rice Ferment Filtrate,Brightening Agent,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9899901432509913,Low,Low,True,0.9951249204401826,No Risk,No Risk,True,0.9766979320216033
Sodium Cocoyl Amino Acids,Sodium Cocoyl Amino Acids,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9394460800547292,Low,Low,True,0.9987339852041731,No Risk,No Risk,True,0.6799850865044381
Sodium Lauroyl Oat Amino Acids,Sodium Lauroyl Oat Amino Acids,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9969432875487241,Low,Low,True,0.998415345773744,No Risk,No Risk,True,0.7666422184584288
Potassium Sorbate (Baby),Potassium Sorbate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9536399300030471,Low,Low,True,0.9916344106259212,Low,Low,True,0.7694237564638752
Sodium Benzoate (Baby),Sodium Benzoate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.761421163942251,Low,Low,True,0.8722378754921705,Low,Low,True,0.9848256128998261
Chlorphenesin (Baby),Chlorphenesin,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9112390652700095,Low,Low,True,0.9120834489503133,Low,Low,True,0.9801902811627036
Panthenol (Baby),Panthenol,Soothing Agent,Vitamin,Synthetic,Approved,Very Safe,Very Safe,True,0.9987342375596604,Low,Low,True,0.802084903274753,No Risk,Low,False,0.48197257673602883
Calendula Officinalis Oil,Calendula Officinalis Oil,Emollient,Oil,Natural,Approved,Safe,Safe,True,0.989284128146055,Low,Low,True,0.7216052233590882,No Risk,No Risk,True,0.7271940236059363
Chamomile Oil (Baby Care),Chamomile Oil,Soothing Agent,Essential Oil,Natural,Approved,Safe,Very Safe,False,0.5462042419352406,Medium,Medium,True,0.9458111859557801,Low,No Risk,False,0.4931851703844065
Olive Oil (Baby Care),Olive Oil,Emollient,Oil,Natural,Approved,Safe,Safe,True,0.9849873021469027,Low,Medium,False,0.7599255144226195,No Risk,Low,False,0.5263025238464031
Coconut Oil (Baby Care),Coconut Oil,Emollient,Oil,Natural,Approved,Safe,Safe,True,0.9781943117881347,Medium,Low,False,0.7321003408915616,Low,Low,True,0.6847339403196757
Sweet Almond Oil (Baby Care),Sweet Almond Oil,Emollient,Oil,Natural,Approved,Safe,Safe,True,0.9967843947243713,Medium,Medium,True,0.8711363206092568,Low,Low,True,0.518604500591062
Aloe Vera Gel (Baby Care),Aloe Vera Gel,Soothing Agent,Botanical Extract,Natural,Approved,Very Safe,Very Safe,True,0.9741866337517732,Low,Low,True,0.9539840518977336,No Risk,No Risk,True,0.9509638285637174
Menthol (Foot Care),Menthol,Cooling Agent,Cooling Agent,Naturally Derived,Approved,Safe,Safe,True,0.8507808782528665,Low,Low,True,0.9985772579946728,Medium,Medium,True,0.647122448016726
Urea (Foot Care),Urea,Humectant,Humectant,Synthetic,Approved,Safe,Safe,True,0.9654916921047169,Low,Medium,False,0.49277542714668643,Medium,Medium,True,0.7450352909018292
Salicylic Acid (Foot Care),Salicylic Acid,Exfoliant,Acid,Synthetic,Approved,Safe,Safe,True,0.8411052967791618,Low,Low,True,0.8645547770230831,Medium,Medium,True,0.9950599238114916
Tea Tree Oil (Foot Care),Tea Tree Oil,Antimicrobial,Essential Oil,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9786825909368045,Medium,Medium,True,0.9884909437133019,Medium,Medium,True,0.9700615923144026
Peppermint Oil (Foot Care),Peppermint Oil,Cooling Agent,Essential Oil,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9760961149630998,Medium,Medium,True,0.9515484353943205,Medium,Medium,True,0.9998653161758637
Shea Butter (Foot Care),Shea Butter,Emollient,Butter,Natural,Approved,Very Safe,Safe,False,0.9976928463516392,Low,Low,True,0.9759142033908197,No Risk,No Risk,True,0.9667786344339715
Beeswax (Lip Care),Beeswax,Occlusive,Wax,Animal Derived,Approved,Safe,Safe,True,0.9478742220267208,Medium,Low,False,0.9665652298568691,No Risk,No Risk,True,0.8071533973209117
Castor Oil (Lip Care),Castor Oil,Emollient,Oil,Natural,Approved,Safe,Safe,True,0.9622920391029899,Low,Low,True,0.8723834910244251,Low,No Risk,False,0.9656451021065807
Shea Butter (Lip Care),Shea Butter,Emollient,Butter,Natural,Approved,Very Safe,Safe,False,0.9887292430287524,Low,Low,True,0.7975648427250158,No Risk,No Risk,True,0.980435325993648
Vitamin E (Lip Care),Vitamin E,Antioxidant,Vitamin,Naturally Derived,Approved,Very Safe,Very Safe,True,0.9695372178188378,Low,Low,True,0.9128827611193866,No Risk,Medium,False,0.5653269256895674
Menthol (Lip Plumper),Menthol,Cooling Agent,Cooling Agent,Naturally Derived,Approved,Moderate Risk,Very Safe,False,0.5393512029379675,Low,Low,True,0.9844442262116174,Medium,Low,False,0.6095962393509343
Cinnamon Oil (Lip Plumper),Cinnamon Oil,Irritant/Plumping Agent,Essential Oil,Natural,Restricted,Moderate Risk,Moderate Risk,True,0.9994397963981837,Medium,Medium,True,0.9827050998417743,High,Medium,False,0.655303529283144
Capsicum Extract (Lip Plumper),Capsicum Extract,Irritant/Plumping Agent,Botanical Extract,Natural,Approved,Moderate Risk,Safe,False,0.8107849183161365,Medium,Low,False,0.911609416887732,High,No Risk,False,0.4804944808359936
Hyaluronic Acid (Lip Plumper),Hyaluronic Acid,Humectant,Polymer,Biotechnology Derived,Approved,Very Safe,Moderate Risk,False,0.47010874379878126,No Risk,No Risk,True,0.7946227676152486,No Risk,No Risk,True,0.9118453290123593
Titanium Dioxide (Sanitary Products),Titanium Dioxide,Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.5318637094013907,Low,Low,True,0.9665265766371022,No Risk,Low,False,0.9914005518762188
Superabsorbent Polymer (Sodium Polyacrylate),Superabsorbent Polymer (Sodium Polyacrylate),Absorbent,Polymer,Synthetic,Approved,Safe,Safe,True,0.9926355516973668,Low,Low,True,0.995600754974427,Low,No Risk,False,0.9388159445418958
Cellulose Fiber (Wood Pulp),Cellulose Fiber (Wood Pulp),Absorbent,Natural Polymer,Natural,Approved,Safe,Safe,True,0.7960098023797876,Low,Low,True,0.9946176455678155,No Risk,No Risk,True,0.6140114064920111
Cotton Fiber (Gossypium Herbaceum),Cotton Fiber (Gossypium Herbaceum),Absorbent,Natural Fiber,Natural,Approved,Very Safe,Safe,False,0.9942566982790576,Low,Low,True,0.9888946725198767,No Risk,No Risk,True,0.9822921393251132
Medical Grade Silicone,Medical Grade Silicone,Material,Polymer,Synthetic,Approved,Very Safe,Safe,False,0.9806630269381871,Low,Low,True,0.9752593327743933,No Risk,No Risk,True,0.8060014276261832
Thermoplastic Elastomer,Thermoplastic Elastomer,Material,Polymer,Synthetic,Approved,Safe,Safe,True,0.8687809237418775,Low,Low,True,0.9915722426589281,No Risk,No Risk,True,0.8481761661069818
Isopropyl Alcohol (Menstrual Cup Cleanser),Isopropyl Alcohol (Menstrual Cup Cleanser),Antimicrobial,Alcohol,Synthetic,Approved,Moderate Risk,Safe,False,0.9181052893794613,Low,Low,True,0.9699317918319096,Medium,Low,False,0.983830332314954
Citric Acid (Menstrual Cup Cleanser),Citric Acid (Menstrual Cup Cleanser),Cleansing Agent,Acid,Naturally Derived,Approved,Safe,Safe,True,0.7615536477685109,Low,Low,True,0.99620087496148,Low,Medium,False,0.502006395710427
Benzalkonium Chloride (Wipes),Benzalkonium Chloride,Antimicrobial,Preservative,Synthetic,Approved,Moderate Risk,Safe,False,0.9642918037628867,Medium,Low,False,0.677834342485304,Medium,Low,False,0.9945958753414214
Polyhexamethylene Biguanide,Polyhexamethylene Biguanide,Antimicrobial,Preservative,Synthetic,Approved,Safe,Safe,True,0.916556727138843,Low,Medium,False,0.661100054045518,Low,Low,True,0.955469306594277
Ethylhexylglycerin (Wipes),Ethylhexylglycerin,Preservative Booster,Preservative,Naturally Derived,Approved,Safe,Very Safe,False,0.5681666305051734,Low,Low,True,0.9937273321727567,No Risk,Low,False,0.592968719020086
Aloe Vera Extract (Wipes),Aloe Vera Extract,Soothing Agent,Botanical Extract,Natural,Approved,Very Safe,Safe,False,0.9388139218292917,Low,Low,True,0.5770718287770468,No Risk,Low,False,0.5453984372116351
Chamomile Extract (Wipes),Chamomile Extract,Soothing Agent,Botanical Extract,Natural,Approved,Safe,Very Safe,False,0.7492389109233787,Medium,Low,False,0.8077431067920704,Low,No Risk,False,0.9656840712277284
Polyester Nonwoven Fabric,Polyester Nonwoven Fabric,Material,Synthetic Fiber,Synthetic,Approved,Safe,Safe,True,0.9901359874026678,Low,Low,True,0.9925816539104729,No Risk,No Risk,True,0.9708018575590754
Viscose Nonwoven Fabric,Viscose Nonwoven Fabric,Material,Natural Fiber,Naturally Derived,Approved,Safe,Very Safe,False,0.7583841597369084,Low,Low,True,0.99372677604153,No Risk,No Risk,True,0.9959908455052053
Cellulose Sheet Mask Fabric,Cellulose Sheet Mask Fabric,Material,Natural Fiber,Naturally Derived,Approved,Safe,Safe,True,0.7839540848064057,Low,Low,True,0.9852975527048788,No Risk,No Risk,True,0.9754363846426998
Bio-Cellulose (Fermented Cellulose),Bio-Cellulose (Fermented Cellulose),Material,Biotechnology Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9315159545781712,Low,Low,True,0.9669698943481957,No Risk,No Risk,True,0.9977518331818092
Hydrogel (Cross-linked Polymer),Hydrogel (Cross-linked Polymer),Material,Polymer,Synthetic,Approved,Safe,Safe,True,0.99482285855921,Low,Low,True,0.951568863380337,No Risk,No Risk,True,0.9571588102821853
Ethylene Vinyl Acetate,Ethylene Vinyl Acetate,Material,Polymer,Synthetic,Approved,Safe,Safe,True,0.9662777934963035,Low,Low,True,0.9818980031395758,No Risk,No Risk,True,0.6810952216752063
PVP/Dimethylaminoethylmethacrylate Copolymer,PVP/Dimethylaminoethylmethacrylate Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9405732866485221,Low,Low,True,0.7033080775208421,No Risk,No Risk,True,0.6847570824232049
Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer,Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9830396573260425,Low,Low,True,0.8408260384269965,No Risk,No Risk,True,0.7643036239659293
Beeswax (Hair Wax),Beeswax,Texturizer,Wax,Animal Derived,Approved,Safe,Safe,True,0.9968217745381172,Medium,Low,False,0.9913443859129183,No Risk,No Risk,True,0.8237804093269652
Carnauba Wax (Hair Wax),Carnauba Wax,Texturizer,Wax,Natural,Approved,Safe,Safe,True,0.9985864816269343,Low,Low,True,0.6801011707626459,No Risk,No Risk,True,0.9944688546711159
Petrolatum (Hair Pomade),Petrolatum,Occlusive,Wax,Mineral,Approved,Safe,Safe,True,0.9823518929082987,Low,Low,True,0.9800662749335733,No Risk,Medium,False,0.565470846998243
Lanolin (Hair Pomade),Lanolin,Emollient,Wax,Animal Derived,Approved,Safe,Safe,True,0.9855759025848913,High,Low,False,0.9567068705840648,Medium,No Risk,False,0.9907872034811255
Butylene Glycol (Hair Spray),Butylene Glycol,Solvent,Solvent,Synthetic,Approved,Safe,Moderate Risk,False,0.5913401304953791,Low,Low,True,0.9954596072605905,Low,No Risk,False,0.43588734769666093
Dimethyl Ether,Dimethyl Ether,Propellant,Propellant,Synthetic,Approved,Safe,Safe,True,0.995142132910441,Low,Low,True,0.9844029794889685,Low,Low,True,0.9951076058118716
Butane,Butane,Propellant,Propellant,Synthetic,Approved,Safe,Safe,True,0.9949147813297198,Low,Low,True,0.9968599676049633,Low,Low,True,0.988655415714278
Isobutane,Isobutane,Propellant,Propellant,Synthetic,Approved,Safe,Safe,True,0.9938664626198902,Low,Low,True,0.995682245890178,Low,Low,True,0.9871863152534528
Propane,Propane,Propellant,Propellant,Synthetic,Approved,Safe,Safe,True,0.9951947752876311,Low,Low,True,0.994972720766891,Low,Low,True,0.9130861876291432
Nitrous Oxide,Nitrous Oxide,Propellant,Propellant,Synthetic,Approved,Safe,Safe,True,0.9575431608653752,Low,Low,True,0.9947992047782785,Low,Low,True,0.9723106964801942
Stearamidopropyl Dimethylamine,Stearamidopropyl Dimethylamine,Conditioning Agent,Amine,Synthetic,Approved,Safe,Safe,True,0.99513879087623,Low,Low,True,0.9997248022534215,Low,No Risk,False,0.60995455594774
Dicetyldimonium Chloride,Dicetyldimonium Chloride,Conditioning Agent,Quaternary Ammonium,Synthetic,Approved,Safe,Safe,True,0.9911688487413157,Low,Low,True,0.9958817796041263,Low,Low,True,0.963675453819508
Isopropyl Titanium Triisostearate (Sunscreen),Isopropyl Titanium Triisostearate,Surface Treatment,Emollient,Synthetic,Approved,Safe,Safe,True,0.9990303999861618,Low,Low,True,0.9883164138248162,No Risk,No Risk,True,0.8633949684823682
Ethylhexyl Triazone,Ethylhexyl Triazone,UV Filter,UV Filter,Synthetic,Country Restricted,Safe,Moderate Risk,False,0.6518419394750117,Low,Low,True,0.82016371067646,Low,Low,True,0.7660535349916736
Drometrizole Trisiloxane,Drometrizole Trisiloxane,UV Filter,UV Filter,Synthetic,Country Restricted,Safe,Safe,True,0.565226046515977,Low,Low,True,0.5179631280584502,Low,Low,True,0.720479780136066
Polysilicone-15 (Sunscreen),Polysilicone-15,UV Filter,UV Filter,Synthetic,Approved,Safe,Safe,True,0.9874954137790403,Low,Low,True,0.9729361694034193,Low,Low,True,0.9075166951443646
Terephthalylidene Dicamphor Sulfonic Acid,Terephthalylidene Dicamphor Sulfonic Acid,UV Filter,UV Filter,Synthetic,Country Restricted,Safe,Moderate Risk,False,0.839533762443161,Low,Medium,False,0.6970264261915302,Low,Medium,False,0.8203467202046669
Disodium Phenyl Dibenzimidazole Tetrasulfonate,Disodium Phenyl Dibenzimidazole Tetrasulfonate,UV Filter,UV Filter,Synthetic,Country Restricted,Safe,Moderate Risk,False,0.5814287240423579,Low,Medium,False,0.6584392300445343,Low,Low,True,0.5258687940734592
4-Methylbenzylidene Camphor,4-Methylbenzylidene Camphor,UV Filter,UV Filter,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.9686724425199409,Medium,Low,False,0.7370570039278047,Medium,Low,False,0.8774059418428886
PEG-25 PABA,PEG-25 PABA,UV Filter,UV Filter,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.8906840019264574,Medium,Low,False,0.9642857370242682,Medium,Medium,True,0.5805624423512026
Padimate O,Padimate O,UV Filter,UV Filter,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.958318872198696,Medium,Low,False,0.8977692221863994,Medium,Low,False,0.48539664920576464
o-Phenylenediamine,o-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9744350892981801,High,High,True,0.9668411325403419,High,High,True,0.664968526591724
m-Phenylenediamine,m-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9911596744708906,High,High,True,0.9692691743926742,High,High,True,0.7155245472007444
"2,4-Diaminoanisole","2,4-Diaminoanisole",Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9561909759606665,High,High,True,0.9438441974323781,High,High,True,0.8760062188428072
"2,4-Diaminoanisole Sulfate","2,4-Diaminoanisole Sulfate",Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.8343927324432199,High,High,True,0.792988508454869,High,High,True,0.7762180572528856
4-Amino-3-Nitrophenol,4-Amino-3-Nitrophenol,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.8140551923589116,High,High,True,0.533541590259772,Medium,Medium,True,0.9418113504264374
2-Nitro-p-Phenylenediamine,2-Nitro-p-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9735549141873604,High,High,True,0.9404357199270752,Medium,Medium,True,0.5467824555445333
4-Nitro-o-Phenylenediamine,4-Nitro-o-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9913426390771222,High,High,True,0.9418090741414501,Medium,Medium,True,0.7347744848437903
4-Methoxy-m-Phenylenediamine,4-Methoxy-m-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9749306247928677,High,High,True,0.8816642674856136,High,High,True,0.815465855139704
"2,4-Diaminotoluene","2,4-Diaminotoluene",Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.8170715745764754,High,High,True,0.8200030972217995,High,Medium,False,0.5328257485795245
o-Toluidine,o-Toluidine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.830358391340827,Medium,Medium,True,0.5465260079668858,Medium,Medium,True,0.6421785178570624
o-Anisidine,o-Anisidine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.971691179058771,Medium,Medium,True,0.5506498347001281,Medium,Medium,True,0.6053309425184271
4-Chloro-m-Phenylenediamine,4-Chloro-m-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9771998039112099,High,High,True,0.9631816111347947,High,Medium,False,0.5669608567654134
2-Amino-4-Nitrophenol,2-Amino-4-Nitrophenol,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.7918769812379641,Medium,High,False,0.5323136039022562,Medium,Medium,True,0.9722796723307024
4-Nitro-m-Phenylenediamine,4-Nitro-m-Phenylenediamine,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9795286856631257,High,High,True,0.9439225939594316,Medium,High,False,0.524703366624285
HC Blue No. 1,HC Blue No. 1,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9672422377138604,Medium,Medium,True,0.860014988773136,Medium,Medium,True,0.9839598260392758
HC Red No. 3,HC Red No. 3,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9050115856774817,Medium,Medium,True,0.970416550753885,Medium,Medium,True,0.987153618972616
Disperse Blue 1,Disperse Blue 1,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9192520633761108,Medium,Medium,True,0.6791473943734394,Medium,Medium,True,0.9779328236339214
Basic Blue 99,Basic Blue 99,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9302683767195232,High,Medium,False,0.9702275504556075,Medium,Medium,True,0.9843195815685549
Solvent Yellow 2,Solvent Yellow 2,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.7756825268616011,Medium,Medium,True,0.8716872765649104,Medium,Medium,True,0.7750061242725178
Sudan I (CI 12055),Sudan I (CI 12055),Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.8863363871702151,Medium,Medium,True,0.7417241346058571,Medium,Medium,True,0.6149500435245628
Lead Acetate,Lead Acetate,Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.7739792888279571,Medium,Medium,True,0.7577221767900993,Medium,Medium,True,0.9892482660142858
Thimerosal,Thimerosal,Preservative,Preservative,Synthetic,Restricted,High Risk,High Risk,True,0.5423736977473063,High,Low,False,0.5306971581455339,Medium,Medium,True,0.9732195001275074
Hydroquinone,Hydroquinone,Skin Lightening Agent,Active Ingredient,Synthetic,Restricted,High Risk,Moderate Risk,False,0.8486112644205221,Medium,Low,False,0.49431793949363706,High,Medium,False,0.6723008817535058
Methylene Glycol (Formaldehyde Solution),Methylene Glycol (Formaldehyde Solution),Hair Straightening Agent,Preservative,Synthetic,Restricted,High Risk,High Risk,True,0.8057054967855997,High,Medium,False,0.5674908516966155,High,High,True,0.7058715894503322
Formaldehyde,Formaldehyde,Preservative,Preservative,Synthetic,Restricted,High Risk,High Risk,True,0.9034302253177746,High,Medium,False,0.5006969696020324,High,Medium,False,0.9275604444037794
Musk Ambrette,Musk Ambrette,Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.9379871283295236,Medium,Low,False,0.4852185303988817,Medium,Low,False,0.722757505963156
Musk Xylene,Musk Xylene,Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.9739716025208848,Low,Medium,False,0.42856169112671727,Low,Low,True,0.8084638485333926
Musk Ketone,Musk Ketone,Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.9205922432697591,Low,Medium,False,0.581434576802758,Low,Medium,False,0.6637774377754895
Musk Moskene,Musk Moskene,Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.9573075178952003,Low,Low,True,0.5189908053220821,Low,Medium,False,0.5996694394884948
Methyleugenol,Methyleugenol,Fragrance Ingredient,Fragrance Allergen,Naturally Derived,Restricted,High Risk,High Risk,True,0.8351917626687879,Medium,High,False,0.8141538235575122,Medium,Medium,True,0.7989136954868303
Butylphenyl Methylpropional (Lilial),Butylphenyl Methylpropional (Lilial),Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.9557296052399364,Medium,Medium,True,0.9075063585999454,Medium,Medium,True,0.8750322027395726
Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde (Lyral),Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde (Lyral),Fragrance Ingredient,Fragrance Allergen,Synthetic,Restricted,High Risk,High Risk,True,0.8792561587968409,High,Medium,False,0.6881299590808929,Medium,Medium,True,0.6148180447767362
Atranol,Atranol,Fragrance Ingredient,Fragrance Allergen,Natural,Restricted,High Risk,High Risk,True,0.8533894658325154,High,High,True,0.6590197539732094,Medium,Medium,True,0.9633715995913226
Chloroatranol,Chloroatranol,Fragrance Ingredient,Fragrance Allergen,Natural,Restricted,High Risk,High Risk,True,0.9142668963910875,High,High,True,0.6824253564391998,Medium,Medium,True,0.9853271908249943
Isobutylparaben,Isobutylparaben,Preservative,Preservative,Synthetic,Restricted,High Risk,High Risk,True,0.7885356804285014,Low,Medium,False,0.6063825840387902,Low,Low,True,0.723894447780286
Isopropylparaben,Isopropylparaben,Preservative,Preservative,Synthetic,Restricted,High Risk,High Risk,True,0.7364232147614436,Low,Medium,False,0.49190302578819345,Low,Low,True,0.8203788002872481
Chloroacetamide,Chloroacetamide,Preservative,Preservative,Synthetic,Restricted,High Risk,Moderate Risk,False,0.8837646581315534,Medium,High,False,0.4657193283333536,Medium,Medium,True,0.9864149249127782
Diethanolamine,Diethanolamine,Emulsifier,Amine,Synthetic,Restricted,High Risk,Moderate Risk,False,0.7482778771379086,Low,Medium,False,0.9605376878313537,Medium,Medium,True,0.8118089983678815
8-Methoxypsoralen,8-Methoxypsoralen,Tanning Accelerant,Active Ingredient,Naturally Derived,Restricted,High Risk,Moderate Risk,False,0.7346354633880843,Medium,Low,False,0.8850653385518644,High,Medium,False,0.7632539590598519
Bergapten (5-Methoxypsoralen),Bergapten (5-Methoxypsoralen),Fragrance Ingredient,Fragrance Allergen,Natural,Restricted,High Risk,High Risk,True,0.8197968808791744,Medium,Medium,True,0.7000827671349452,High,Medium,False,0.9721778257703285
Quaternium-15,Quaternium-15,Preservative,Preservative,Synthetic,Restricted,High Risk,Moderate Risk,False,0.8158023742713788,High,High,True,0.81116359906643,Medium,Medium,True,0.9208738657882086
